id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
81,Damar Hamlin,Playing,2023.0,The love I've felt from everyone has meant everything to me.,Public remarks following recovery and return to football activities,Public Appearance,Support,Positive,Available,High,"CNN, ESPN",https://www.espn.com/nfl/story/_/id/35544719/bills-damar-hamlin-speaks-publicly-first-time-collapse,True
82,Tyreek Hill,Playing,2022.0,"I'm the fastest in the league, no debate.",Bold claim made during an interview sparking debate among fans,Podcast,Controversy,Mixed,Available,Medium,"Fox Sports, Bleacher Report",https://www.foxsports.com/nfl/tyreek-hill-player,True
83,Tom Brady,Retired,2023.0,"I'm retiring, for good.",Final retirement announcement after 23 NFL seasons,Twitter/X,Reflection,Positive,Active,High,"ESPN, NFL.com",https://www.espn.com/nfl/story/_/id/35567895/tom-brady-says-retiring-football-good,True
84,Stefon Diggs,Playing,2023.0,There's always more behind the scenes than people know.,Cryptic tweet amid reports of locker room tension,Twitter/X,Controversy,Negative,Active,High,"ESPN, CBS Sports",https://www.espn.com/nfl/story/_/id/37851608/stefon-diggs-unexcused-absence-bills-minicamp,True
85,George Kittle,Playing,2022.0,I love blocking almost as much as catching touchdowns!,Lighthearted comment about his role in the offense,Press Conference,Humor,Positive,Available,Medium,"49ers Webzone, NFL Network",https://www.49erswebzone.com/news/,True
86,Aaron Donald,Playing,2021.0,"I let my emotions get the best of me, and I regret that.",Apologizing after an on-field altercation drew attention,Press Conference,Apology,Mixed,Available,High,"ESPN, NFL Network",https://www.espn.com/nfl/team/_/name/lar/los-angeles-rams,True
87,Joe Burrow,Playing,2024.0,"We know what we're capable of, it's just about consistency.",Discussing Bengals performance mid-season,Press Conference,Reflection,Positive,Available,High,"Cincinnati Enquirer, ESPN",https://www.cincinnati.com/sports/bengals/,True
88,Micah Parsons,Playing,2023.0,Respect to all the vets who paved the way for us.,Tweet honoring former players during Hall of Fame week,Twitter/X,Support,Positive,Active,Low,"NFL.com, Cowboys Wire",https://cowboyswire.usatoday.com/,True
89,Kirk Cousins,Playing,2020.0,"If I die, I die.",Comments about COVID-19 precautions that drew backlash,Podcast,Controversy,Negative,Available,High,"ESPN, The Athletic",https://www.espn.com/nfl/story/_/id/29792500/vikings-kirk-cousins-takes-survival-fittest-approach-covid-19-die-die,True
90,Saquon Barkley,Playing,2023.0,"I've learned a lot through the injuries, it's made me stronger.",Reflecting on injuries and comeback journey,Press Conference,Reflection,Positive,Available,Medium,"ESPN, NBC Sports",https://www.espn.com/nfl/player/_/id/3929630/saquon-barkley,True
91,DeAndre Hopkins,Free Agent,2023.0,I apologize to my teammates and fans for letting them down.,Statement after suspension for violating league policy,Instagram,Apology,Mixed,Active,High,"NFL.com, ESPN",https://www.espn.com/nfl/story/_/id/33842186/arizona-cardinals-wr-deandre-hopkins-suspended-six-games-violating-ped-policy,True
92,Amon-Ra St. Brown,Playing,2024.0,They still sleeping on us... that's fine ðŸ˜´,Tweet responding to media rankings of the Detroit Lions,Twitter/X,Controversy,Mixed,Active,Medium,"Detroit Free Press, Bleacher Report",https://bleacherreport.com/detroit-lions,True
93,Davante Adams,Playing,2022.0,"Frustration got the best of me, and that's on me.",Apologizing after pushing a cameraman postgame,Twitter/X,Apology,Negative,Active,High,"ESPN, USA Today",https://www.espn.com/nfl/story/_/id/34773822/davante-adams-apologizes-shoving-man-ground-game,True
94,Josh Allen,Playing,2025.0,"We're right there, just need to finish games better.",Postgame analysis after close loss,Press Conference,Reflection,Mixed,Available,High,"Buffalo News, ESPN",https://www.espn.com/nfl/player/_/id/3918298/josh-allen,True
95,Marshawn Lynch,Retired,2021.0,I'm just here so I don't get fined... again ðŸ˜‚,Joking reference during a public appearance recalling past interviews,Public Appearance,Humor,Positive,Available,Medium,"NFL Network, Yahoo Sports",https://sports.yahoo.com/nfl/,True
96,Lamar Jackson,Playing,2025.0,"I just focus on being better every week, the wins will come.",Midseason reflection on team offensive consistency,Press Conference,Reflection,Positive,Available,High,"ESPN, NFL Network",https://www.espn.com/nfl/player/_/id/3916387/lamar-jackson,
97,Tua Tagovailoa,Playing,2024.0,"Health comes first, always.",Discussing concussion protocol and return-to-play concerns,Press Conference,Reflection,Mixed,Available,High,"NBC Sports, ESPN",https://www.espn.com/nfl/story/_/id/41235359/dolphins-tua-tagovailoa-suffer-concussion-vs-bills,
98,Justin Jefferson,Playing,2023.0,We’re gonna keep dancing no matter what 😂,Lighthearted comment about touchdown celebrations,Instagram,Humor,Positive,Active,Medium,"Bleacher Report, NFL.com",https://bleacherreport.com/justin-jefferson,
99,Nick Bosa,Playing,2023.0,I don’t pay attention to outside noise.,Responding to media criticism about defensive performance,Press Conference,Controversy,Mixed,Available,High,"ESPN, 49ers Wire",https://ninerswire.usatoday.com/,
100,CeeDee Lamb,Playing,2024.0,"Throw me the ball, I’ll handle the rest 😎",Playful social media post during breakout season,Twitter/X,Humor,Positive,Active,Medium,"NFL Network, ESPN",https://www.espn.com/nfl/player/_/id/4241389/ceedee-lamb,
101,Trevor Lawrence,Playing,2024.0,"We’re growing as a team, even when it’s tough.",Postgame reflection after divisional loss,Press Conference,Reflection,Mixed,Available,High,"Jaguars.com, ESPN",https://www.jaguars.com/news/,
102,Mac Jones,Playing,2023.0,I just need a fair shot to compete.,Comments amid quarterback competition controversy,Media session,Controversy,Negative,Available,High,"CBS Sports, ESPN",https://www.espn.com/nfl/story/_/id/38883508/patriots-bench-mac-jones-bailey-zappe-final-drive-loss,
103,J.J. Watt,Retired,2023.0,Football gave me everything I could’ve dreamed of.,Retirement reflection post-career,Public Appearance,Reflection,Positive,Available,High,"NFL.com, ESPN",https://www.espn.com/nfl/story/_/id/35331464/cardinals-jj-watt-announces-retire-season,
104,Philip Rivers,Retired,2022.0,I still think I could throw for 300 yards in my sleep 😄,Humorous comment during retirement interview,Podcast,Humor,Positive,Available,Medium,"The Athletic, NFL Network",https://www.nfl.com/news/philip-rivers-retiring-from-football-after-17-seasons-in-nfl,
105,Eli Manning,Retired,2021.0,"I enjoyed every second, even the tough ones.",Reflecting on career and legacy,Press Conference,Reflection,Positive,Available,High,"ESPN, NBC Sports",https://www.espn.com/nfl/story/_/id/28546594/eli-manning-announces-retirement-says-no-regrets,
106,Myles Garrett,Playing,2020.0,"I made a mistake, and I’ve learned from it.",Apology after suspension following on-field incident,Press Conference,Apology,Mixed,Available,High,"NFL.com, ESPN",https://www.espn.com/nfl/story/_/id/28701026/browns-myles-garrett-reinstated-nfl-suspension,
107,Christian McCaffrey,Playing,2023.0,"I feel great, just staying focused on recovery and team success.",Update on injury recovery and return to play,Press Conference,Support,Positive,Available,High,"NBC Sports, ESPN",https://www.espn.com/nfl/player/_/id/3117251/christian-mccaffrey,
108,DK Metcalf,Playing,2024.0,Leg day never skips me 💪,Social media post showcasing offseason training,Instagram,Humor,Positive,Active,Medium,"Sports Illustrated, NFL Network",https://www.espn.com/nfl/player/_/id/4047650/dk-metcalf,
109,George Pickens,Playing,2024.0,I just want the opportunity to make plays.,Comments following sideline frustration during game,Press Conference,Controversy,Negative,Available,High,"ESPN, Steelers Wire",https://www.espn.com/nfl/story/_/id/38806509/steelers-mike-tomlin-downplays-george-pickens-frustrations,
110,Aaron Jones,Playing,2023.0,"We win together, we lose together.",Team support message after close divisional game,Twitter/X,Support,Positive,Active,Medium,"NFL.com, ESPN",https://www.espn.com/nfl/player/_/id/3042519/aaron-jones,
111,Brock Purdy,Playing,2024.0,I just try to be the best version of myself every snap.,Reflection on rise from draft pick to starter,Press Conference,Reflection,Positive,Available,High,"ESPN, 49ers.com",https://www.49ers.com/news/,
112,Kyler Murray,Playing,2023.0,I feel like I’ve earned more trust than I’m getting.,Comments amid criticism of offensive system,Media session,Controversy,Negative,Available,High,"CBS Sports, ESPN",https://www.espn.com/nfl/player/_/id/3917315/kyler-murray,
113,Sauce Gardner,Playing,2024.0,Nobody’s getting past me today 😤,Pre-game social media confidence post,Twitter/X,Humor,Positive,Active,Medium,"NFL Network, Jets Wire",https://jetswire.usatoday.com/,
114,T.J. Watt,Playing,2023.0,"We rely on each other, that’s what makes us strong.",Support for defensive teammates during injury stretch,Press Conference,Support,Positive,Available,High,"ESPN, Steelers.com",https://www.steelers.com/news/,
115,Jaire Alexander,Playing,2024.0,"I talk my game, I back it up.",Comments following matchup trash talk discussion,Press Conference,Controversy,Mixed,Available,High,"NFL.com, ESPN",https://www.espn.com/nfl/player/_/id/3915189/jaire-alexander,
116,Terry McLaurin,Playing,2023.0,I just want to win and help this team grow.,Discussing team development after a divisional loss,Press Conference,Reflection,Positive,Available,Medium,"ESPN, Washington Post",https://www.espn.com/nfl/player/_/id/3120190/terry-mclaurin,
117,Kenny Pickett,Playing,2024.0,"I have to be better, plain and simple.",Postgame accountability after turnover-heavy performance,Press Conference,Reflection,Mixed,Available,High,"NFL Network, ESPN",https://www.espn.com/nfl/story/_/id/39744648/kenny-pickett-says-handled-steelers-exit-way-should,
118,Bijan Robinson,Playing,2024.0,"Just getting started, there’s a lot more to show.",Rookie season confidence statement,Instagram,Support,Positive,Active,Medium,"Falcons Wire, ESPN",https://thefalswire.usatoday.com/tag/bijan-robinson/,
119,Deshaun Watson,Playing,2023.0,"I understand the criticism, and I’m focused on improving.",Addressing media scrutiny during inconsistent season,Press Conference,Reflection,Negative,Available,High,"CBS Sports, ESPN",https://www.clevelandbrowns.com/news/deshaun-watson-postgame-press-conference-week-3-2023,
120,Aidan Hutchinson,Playing,2024.0,We’re building something special here.,Leadership comments during Lions defensive rise,Press Conference,Support,Positive,Available,High,"Detroit News, NFL.com",https://www.detroitlions.com/video/hutchinson-on-the-culture-we-re-building,
121,Trey Lance,Playing,2023.0,I’m staying ready for whatever opportunity comes.,Backup quarterback role reflection,Media session,Reflection,Mixed,Available,Medium,"ESPN, NFL Network",https://www.dallascowboys.com/news/trey-lance-on-trade-to-dallas-big-smile-on-my-face,
122,Chase Young,Playing,2024.0,"I’m back, and I’m not done yet.",Return from injury announcement comments,Press Conference,Support,Positive,Available,High,"NFL.com, ESPN",https://www.espn.com/nfl/story/_/id/39757659/saints-agree-one-year-deal-pass-rusher-chase-young,
123,Justin Tucker,Playing,2022.0,Kicking is about confidence and routine.,Special teams philosophy interview,Podcast,Reflection,Positive,Available,Low,"Ravens Wire, NFL Network",https://www.baltimoreravens.com/news/justin-tucker-the-goat-confidence,
124,Derrick Henry,Playing,2023.0,I just keep my head down and run hard.,Comment on playing style and consistency,Press Conference,Reflection,Positive,Available,High,"ESPN, NFL.com",https://www.espn.com/nfl/player/_/id/3043033/derrick-henry,
125,Calvin Ridley,Playing,2023.0,I’ve learned a lot during my time away from the game.,Return to NFL after suspension,Press Conference,Reflection,Mixed,Available,High,"ESPN, CBS Sports",https://www.theplayerstribune.com/posts/calvin-ridley-nfl-football-jacksonville-jaguars,
126,Zack Martin,Playing,2024.0,Offensive line is where games are won.,Veteran leadership comment on team performance,Press Conference,Support,Positive,Available,Medium,"Dallas Morning News, NFL Network",https://www.dallascowboys.com/team/players-roster/zack-martin/,
127,Breece Hall,Playing,2024.0,"I’m just getting started, trust me.",Post-injury comeback confidence statement,Twitter/X,Humor,Positive,Active,Medium,"Jets Wire, ESPN",https://www.espn.com/nfl/player/_/id/4427366/breece-hall,
128,George Kittle,Playing,2023.0,"Football should be fun, and I play it that way.",Lighthearted interview on playing style,Podcast,Humor,Positive,Available,Medium,"New Heights Podcast, NFL.com",https://www.youtube.com/@newheightshow,
129,Jordan Love,Playing,2024.0,"I’m learning every week, it’s part of the process.",Transition to starting quarterback role,Press Conference,Reflection,Positive,Available,High,"Packers.com, ESPN",https://www.packers.com/news/jordan-love-reflects-on-first-season-as-starter,
130,Matthew Stafford,Playing,2023.0,You take the good with the bad in this league.,Veteran reflection after injury-filled season,Press Conference,Reflection,Mixed,Available,High,"ESPN, Rams Wire",https://www.therams.com/news/matthew-stafford-postgame-press-conference-wild-card-lions,
131,Chris Jones,Playing,2024.0,I’m just trying to dominate every snap.,Defensive leadership comment during playoff push,Press Conference,Support,Positive,Available,High,"NFL.com, ESPN",https://www.espn.com/nfl/story/_/id/39703632/chiefs-dt-chris-jones-says-wanted-stay-team-whole-career,
132,Garrett Wilson,Playing,2023.0,I know what I bring to the table.,Response to media criticism about production,Media session,Controversy,Negative,Available,High,"ESPN, Jets Wire",https://www.newyorkjets.com/news/garrett-wilson-ready-to-work-with-aaron-rodgers,
